record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
79,8,19,1977,7,DM,F,36.28716452398945,42.0
80,8,19,1977,1,DS,M,48.09486486713173,
81,8,19,1977,4,PF,F,15.868612854119274,8.0
82,8,19,1977,4,DM,F,35.112355628131894,41.0
83,8,20,1977,6,DM,F,35.33022457049312,37.0
84,8,20,1977,19,DM,F,35.70165291756129,43.0
85,8,20,1977,23,DM,F,35.05993530519557,41.0
86,8,20,1977,18,DM,F,35.912228378946935,40.0
87,8,20,1977,5,PF,F,12.779002980379605,9.0
88,8,20,1977,18,DM,F,37.023668589948386,45.0
89,8,20,1977,12,PP,F,20.622082007814193,15.0
90,8,20,1977,18,DM,M,35.24010596468748,29.0
91,8,20,1977,11,DS,F,49.47892405771586,
92,8,20,1977,6,DM,M,36.166751256960936,39.0
93,8,20,1977,18,DM,,,42.0
94,8,20,1977,18,DM,F,39.331153917476676,43.0
95,8,20,1977,23,DM,M,39.24839142905121,46.0
96,8,20,1977,12,DM,M,34.79180153638878,41.0
97,8,20,1977,18,DM,M,34.75395415066303,41.0
98,8,20,1977,5,DM,M,38.307012414459315,40.0
99,8,20,1977,11,DM,M,35.59908161931531,45.0
100,8,20,1977,5,DS,F,53.10891454663665,
101,8,20,1977,5,DM,F,33.46666859955094,46.0
102,8,20,1977,23,DM,F,35.93931720889143,40.0
103,8,20,1977,18,DM,F,32.09872662050117,30.0
104,8,20,1977,11,DS,M,41.43448898678387,
105,8,20,1977,19,DM,M,32.19181364966653,39.0
106,8,20,1977,12,NL,,,
107,8,20,1977,18,NL,,,
108,8,20,1977,11,PP,M,22.490534795511863,
109,8,20,1977,6,DM,M,37.70344126036783,34.0
110,8,20,1977,10,DS,,,
111,8,20,1977,11,DM,F,37.406701030827364,42.0
112,8,20,1977,23,DM,M,38.54579586118035,42.0
113,8,20,1977,5,PF,F,11.346114693868062,8.0
114,8,21,1977,15,DM,F,30.349723611434772,
115,8,21,1977,21,DM,M,33.776489914182704,
116,8,21,1977,13,DM,F,38.20855519450391,31.0
117,8,21,1977,21,OX,F,19.221104971678372,
118,8,21,1977,17,DM,M,32.64065746207311,
119,8,21,1977,20,DM,M,32.77813907578921,
120,8,21,1977,20,DM,M,36.19560070911279,
121,8,21,1977,15,NL,,,
122,8,21,1977,22,DM,F,32.43742810266794,
123,8,21,1977,17,DM,M,38.10490125811316,
124,8,21,1977,14,DM,M,34.622024553469096,
125,8,21,1977,22,DM,M,36.88776278312995,
126,8,21,1977,20,DM,F,32.259240928095885,
127,8,21,1977,14,DM,M,33.73452249264359,
128,8,21,1977,15,DM,M,31.998403889908687,
129,8,21,1977,14,DM,F,33.97236277673538,
130,8,21,1977,16,DM,F,35.037371996058425,
131,8,21,1977,22,DM,M,40.040092838263135,
132,8,21,1977,22,DM,F,34.40151848153047,
133,8,21,1977,15,DM,M,34.72784315414198,
134,8,21,1977,17,DS,F,44.331059568652,
135,8,21,1977,15,DM,F,32.047506431311355,
136,8,21,1977,13,PF,F,13.18903838167465,
137,8,21,1977,20,DM,F,38.0384326168041,
138,8,21,1977,22,DM,M,33.70901135695465,
139,8,21,1977,14,PF,M,12.789152087506007,
140,8,21,1977,20,DM,M,32.93418313005705,
141,8,21,1977,16,DM,M,33.04658230827815,
142,8,21,1977,17,DM,F,32.913024551739014,
143,8,21,1977,15,DM,M,37.3896173172529,
144,8,21,1977,15,DS,M,40.853615833444664,
145,8,21,1977,13,DM,F,36.56792871591418,
146,8,21,1977,13,DM,F,37.89282341354922,40.0
147,8,21,1977,13,DM,M,38.62604553019151,
148,8,21,1977,14,DM,M,35.90286218774206,
149,8,21,1977,20,DS,M,50.14622043766018,
150,8,21,1977,21,DM,M,32.864621620527764,
151,8,21,1977,13,DM,M,36.39351480532215,
152,8,21,1977,14,DM,M,35.167486299237595,
153,8,21,1977,16,DS,F,48.42464445797155,
154,8,21,1977,20,DS,F,47.34157249048619,
155,8,21,1977,20,DS,,,
156,8,21,1977,21,DM,M,37.46855168746143,
157,9,11,1977,20,DM,M,36.845841379927414,37.0
158,9,11,1977,22,DM,M,35.569045429477335,48.0
159,9,11,1977,5,DS,M,53.62052890981939,
160,9,11,1977,21,DM,M,35.79346443453735,
161,9,11,1977,5,DM,M,38.209488311099854,42.0
162,9,11,1977,6,DM,F,41.39235431593715,45.0
163,9,11,1977,12,PP,F,19.770737707630197,16.0
164,9,11,1977,22,DM,F,35.199930375813906,36.0
165,9,11,1977,19,DS,F,50.371120004643295,
166,9,11,1977,21,OX,M,12.760059775233424,
167,9,11,1977,6,DM,M,35.26170549264676,42.0
168,9,11,1977,12,DM,M,37.81064874327203,44.0
169,9,11,1977,5,DM,M,36.12885410203017,
170,9,11,1977,20,DM,F,36.73091788240727,41.0
171,9,11,1977,12,NL,,,
172,9,11,1977,22,PF,F,,8.0
173,9,11,1977,12,DM,F,38.16116499204078,40.0
174,9,11,1977,12,DM,M,39.18652245197184,34.0
175,9,11,1977,19,DM,M,33.99424164886877,40.0
176,9,11,1977,12,DS,M,44.59470002170228,
177,9,11,1977,5,OX,F,,20.0
178,9,11,1977,18,DM,M,30.804522535520313,44.0
179,9,11,1977,12,DM,M,40.0849429744166,44.0
180,9,11,1977,6,DM,M,36.76968254467469,36.0
181,9,11,1977,20,DM,M,36.82314099625374,33.0
182,9,11,1977,21,DS,M,47.92032515542197,
183,9,11,1977,5,DM,F,37.150541417677495,46.0
184,9,11,1977,20,DS,M,51.21208308580149,
185,9,11,1977,12,OX,F,18.823545203422565,
186,9,11,1977,19,DM,F,35.42246837075451,35.0
187,9,12,1977,17,DM,M,33.12995498676511,46.0
188,9,12,1977,14,DS,F,48.41204774940303,
189,9,12,1977,17,DM,F,30.36241835623055,37.0
190,9,12,1977,7,DM,M,35.32782272665895,34.0
191,9,12,1977,17,DS,M,45.227910555587776,
192,9,12,1977,4,DM,F,39.09014719359751,45.0
193,9,12,1977,7,PE,,,
194,9,12,1977,11,NL,,,
195,9,12,1977,4,DS,M,51.87749560110849,
196,9,12,1977,7,PF,F,16.75963578973743,7.0
197,9,12,1977,14,DM,M,38.657523231035796,51.0
198,9,12,1977,4,DM,M,36.001070808343094,39.0
199,9,12,1977,11,DM,M,38.40433460466538,29.0
200,9,12,1977,17,DS,F,52.50997464513736,
201,9,12,1977,10,DS,M,45.41693934764358,
202,9,12,1977,17,DM,F,29.17194790308545,48.0
203,9,12,1977,11,DM,M,35.00104021818101,46.0
204,9,12,1977,16,DM,F,34.18206116480261,41.0
205,9,12,1977,16,DS,M,48.40116905175315,
206,9,12,1977,23,DS,F,50.73468355792689,
207,9,12,1977,16,DS,F,51.12902874520402,
208,9,12,1977,14,DM,M,37.64632755921576,45.0
209,9,12,1977,17,DM,F,36.84981643059595,42.0
210,9,12,1977,11,DM,F,33.83175369934329,53.0
211,9,12,1977,4,DS,F,46.47568658344688,
212,9,12,1977,16,PF,,,
213,9,12,1977,14,DM,F,36.82111219942505,49.0
214,9,12,1977,17,NL,,,
215,9,12,1977,14,DM,F,37.2836806543861,46.0
216,9,12,1977,4,PF,F,14.745441092683148,9.0
217,9,13,1977,3,PP,F,21.163016449731103,15.0
218,9,13,1977,1,PF,M,13.302260294955033,4.0
219,9,13,1977,13,DM,M,35.0372818585926,48.0
220,9,13,1977,2,DS,M,52.64038778296421,
221,9,13,1977,3,DM,,,
222,9,13,1977,1,DS,M,50.13623336689479,
223,9,13,1977,8,DS,F,48.24010816717324,
224,9,13,1977,2,NL,,,
225,9,13,1977,15,DM,,,
226,9,13,1977,2,DM,M,34.62722609868666,51.0
227,9,13,1977,15,DM,,,
228,9,13,1977,9,DM,M,37.68696721236752,50.0
229,9,13,1977,13,DM,M,32.48576021356623,44.0
230,9,13,1977,15,DM,,,
231,9,13,1977,15,DS,,,
232,9,13,1977,9,DS,M,47.38827222907096,
233,9,13,1977,2,DM,M,24.617184606256966,44.0
234,9,13,1977,9,DM,M,33.553583042739014,45.0
235,9,13,1977,13,DM,F,34.58117917847386,45.0
236,9,13,1977,9,DS,F,48.724954574671315,
237,9,13,1977,9,DS,F,51.007769707553514,
238,9,13,1977,2,PE,M,18.649682352719648,19.0
239,9,13,1977,1,DS,M,49.41806697169838,
240,9,13,1977,9,DS,F,51.902324934856786,
241,9,13,1977,3,DS,,,
242,9,13,1977,2,OX,M,18.7649097152171,22.0
243,10,16,1977,6,DM,F,35.56357425136854,44.0
244,10,16,1977,22,DM,F,35.9478233802743,42.0
245,10,16,1977,2,DM,M,36.29661394182138,39.0
246,10,16,1977,13,DM,M,39.360803581455784,47.0
247,10,16,1977,2,DS,M,53.8052926820224,
248,10,16,1977,22,OT,M,,21.0
249,10,16,1977,13,DM,M,36.224394713447865,42.0
250,10,16,1977,18,DS,F,52.809833788324255,
251,10,16,1977,2,DM,M,34.50015280040198,49.0
252,10,16,1977,6,DS,F,54.18759737070983,
253,10,16,1977,20,DM,M,38.951932687026556,39.0
254,10,16,1977,20,DM,F,37.319898853367825,43.0
255,10,16,1977,18,DM,M,33.31024981025852,50.0
256,10,16,1977,6,DM,M,32.996202303007976,41.0
257,10,16,1977,2,DM,M,34.33810108219453,47.0
258,10,16,1977,18,DM,F,38.79226595079466,37.0
259,10,16,1977,2,DM,M,37.35981370172979,41.0
260,10,16,1977,22,DM,F,33.364554858644205,36.0
261,10,16,1977,6,DM,M,37.502274749429006,45.0
262,10,16,1977,20,PE,M,18.13390805339904,20.0
263,10,16,1977,1,DM,M,34.317379692293734,40.0
264,10,16,1977,9,DS,F,50.574241406543806,
265,10,16,1977,9,DM,M,37.87134204510527,49.0
266,10,16,1977,2,NL,,,
267,10,16,1977,22,DS,F,46.65313152784064,
268,10,16,1977,2,DM,F,36.01004061682668,55.0
269,10,16,1977,6,DM,M,38.16339671082295,46.0
270,10,16,1977,1,DM,F,37.19271663375089,38.0
271,10,16,1977,9,DS,F,51.63083628400655,
272,10,16,1977,18,NL,,,
273,10,16,1977,9,DM,M,38.64165717030037,44.0
274,10,16,1977,2,OL,F,17.31435977927082,21.0
275,10,16,1977,20,DM,M,37.52415367471938,41.0
276,10,16,1977,1,DS,F,49.93112405838082,
277,10,16,1977,6,OL,,21.209825304046667,21.0
278,10,16,1977,9,DS,M,49.639862978233694,
279,10,16,1977,2,PE,F,18.738980535251862,
280,10,16,1977,18,DM,M,33.838474656366046,46.0
281,10,16,1977,20,NL,,,
282,10,16,1977,22,NL,,,
283,10,16,1977,6,DM,M,32.43660897148314,36.0
284,10,16,1977,13,DM,M,39.29910372189585,44.0
285,10,16,1977,1,DM,M,38.85640358373034,53.0
286,10,16,1977,20,DS,M,51.79212381471964,
287,10,17,1977,17,DM,M,35.63020331837158,41.0
288,10,17,1977,17,DM,M,39.658646310729026,48.0
289,10,17,1977,14,DM,M,40.20643256296576,47.0
290,10,17,1977,17,DM,F,32.396158810770295,
291,10,17,1977,11,DS,F,48.22670515329066,
292,10,17,1977,3,DO,F,36.70382886943814,33.0
293,10,17,1977,4,DM,F,32.95579202199574,42.0
294,10,17,1977,3,DO,F,33.45052575024724,50.0
295,10,17,1977,11,DM,M,35.694925445849705,41.0
296,10,17,1977,17,OT,,19.121564063667957,21.0
297,10,17,1977,11,NL,,,
298,10,17,1977,19,DM,M,36.03234624319645,49.0
299,10,17,1977,17,OT,M,21.952023680237392,
300,10,17,1977,14,DS,F,,
301,10,17,1977,17,DS,F,46.1101904229415,
302,10,17,1977,19,DM,F,33.34898410109934,44.0
303,10,17,1977,3,DM,M,37.78495134244686,31.0
304,10,17,1977,21,DM,M,39.92153643720041,40.0
305,10,17,1977,14,DM,F,34.08805658951992,40.0
306,10,17,1977,16,DM,M,34.71272748336048,23.0
307,10,17,1977,19,DM,M,37.8885217820617,42.0
308,10,17,1977,4,DS,F,46.580645921227735,
309,10,17,1977,17,DS,M,47.667732380254265,
310,10,17,1977,11,DS,,,
311,10,17,1977,19,RM,M,16.713863708648695,13.0
312,10,17,1977,11,DM,F,37.620013687916,42.0
313,10,17,1977,19,DM,M,34.182829915028734,31.0
314,10,17,1977,14,NL,,,
315,10,17,1977,3,DM,M,35.27555845824484,39.0
316,10,17,1977,15,DM,M,35.58250568908823,48.0
317,10,17,1977,17,DO,F,31.291912975250433,48.0
318,10,17,1977,17,DM,M,30.761036491955164,29.0
319,10,17,1977,14,DM,M,33.07216571977859,45.0
320,10,17,1977,17,DM,F,36.620137355107104,39.0
321,10,17,1977,17,OL,F,,23.0
322,10,17,1977,4,DS,F,48.292816265364465,
323,10,17,1977,17,DO,F,30.21268572342909,31.0
324,10,17,1977,7,,,,
325,10,17,1977,10,,,,
326,10,17,1977,23,,,,
327,10,18,1977,8,DS,F,48.950299694207835,
328,10,18,1977,16,DM,F,,43.0
329,10,18,1977,5,DS,F,48.86158138052894,
330,10,18,1977,5,DM,M,39.586577584853785,43.0
331,10,18,1977,12,DS,F,51.53063070369782,
332,10,18,1977,12,PF,M,14.278748246934937,8.0
333,10,18,1977,19,OX,,,
334,10,18,1977,5,DM,F,36.30655099890949,45.0
335,10,18,1977,5,DS,M,51.17344193742821,
336,10,18,1977,12,DM,M,35.33219055489657,40.0
337,10,18,1977,8,DO,F,33.89814975236719,41.0
338,10,18,1977,12,DM,M,37.42306099760769,41.0
339,10,18,1977,8,DS,F,49.57457233587013,
340,10,18,1977,12,DM,F,33.00383980450494,39.0
341,10,18,1977,5,DS,M,50.24729942253325,
342,10,18,1977,16,DM,M,33.361956271849266,25.0
343,10,18,1977,21,PF,,,
344,10,18,1977,3,NL,,,
345,11,12,1977,22,DM,F,30.745370701933346,45.0
346,11,12,1977,2,DM,F,33.659053903086935,36.0
347,11,12,1977,6,DM,F,37.14991263522434,40.0
348,11,12,1977,13,DM,M,33.12262424959497,44.0
349,11,12,1977,2,NL,,,
350,11,12,1977,2,DM,M,35.07373553885217,47.0
351,11,12,1977,22,OL,,,
352,11,12,1977,1,DM,M,34.73676748761243,40.0
353,11,12,1977,18,NL,,,
354,11,12,1977,2,DM,M,40.16157683695669,44.0
355,11,12,1977,2,OT,,,
356,11,12,1977,1,DO,F,30.927350457353143,44.0
357,11,12,1977,9,DS,F,50.24169006128456,117.0
358,11,12,1977,13,PF,F,16.666367748878592,7.0
359,11,12,1977,18,DM,M,34.44009589717824,40.0
360,11,12,1977,20,DM,F,32.97990280886375,39.0
361,11,12,1977,2,DM,F,37.39949808797196,40.0
362,11,12,1977,1,DS,F,49.96530452032812,121.0
363,11,12,1977,2,NL,,,
364,11,12,1977,9,DM,M,39.30429208449163,46.0
365,11,12,1977,1,DM,F,38.56938291418905,35.0
366,11,12,1977,2,OL,,,
367,11,12,1977,20,DS,M,50.150322278426415,115.0
368,11,12,1977,9,PF,F,14.81952730884336,7.0
369,11,12,1977,20,DM,F,34.388723925659946,39.0
370,11,12,1977,9,DM,M,38.02800762405096,40.0
371,11,12,1977,13,DM,M,38.725129677125935,40.0
372,11,12,1977,22,DM,F,38.17076170065976,35.0
373,11,12,1977,6,DM,M,31.975504845658193,36.0
374,11,12,1977,18,DM,M,33.949980721067604,44.0
375,11,12,1977,9,PF,F,15.061174842962513,6.0
376,11,12,1977,1,PF,F,17.34194194744606,7.0
377,11,12,1977,9,DS,F,48.04694311528481,120.0
378,11,12,1977,1,DO,M,32.213986640218586,48.0
379,11,13,1977,14,DM,M,37.12775097706632,44.0
380,11,13,1977,17,DM,F,33.220113129760726,38.0
381,11,13,1977,17,DS,F,49.30591717017366,118.0
382,11,13,1977,17,DM,M,36.7344079348683,40.0
383,11,13,1977,11,DS,F,50.892113844775665,126.0
384,11,13,1977,11,DM,M,38.904923414990236,37.0
385,11,13,1977,17,DS,M,49.285537594827055,132.0
386,11,13,1977,21,OL,,,
387,11,13,1977,21,OL,,,
388,11,13,1977,11,DM,F,34.43186684395302,39.0
389,11,13,1977,14,DS,F,,113.0
390,11,13,1977,11,NL,,,
391,11,13,1977,11,PF,M,13.882566384431515,7.0
392,11,13,1977,11,DS,F,53.444414160542195,122.0
393,11,13,1977,14,NL,,,
394,11,13,1977,4,DS,F,48.30905719143217,107.0
395,11,13,1977,14,DM,M,34.67711913222027,43.0
396,11,13,1977,14,DM,F,39.1796310337536,40.0
397,11,13,1977,17,RM,F,15.650025486412217,7.0
398,11,13,1977,4,DS,F,49.80918316240947,115.0
399,11,13,1977,17,DM,F,34.46942577072366,39.0
400,11,13,1977,21,OL,,,
401,11,13,1977,3,,,,
402,11,13,1977,15,,,,
403,11,13,1977,19,,,,
404,11,14,1977,12,DM,M,40.3689230115948,40.0
405,11,14,1977,12,DS,,,
406,11,14,1977,12,NL,,,
407,11,14,1977,5,DS,F,50.33115592323955,116.0
408,11,14,1977,8,PF,F,8.245884986648456,6.0
409,11,14,1977,12,DM,F,36.12627615034717,38.0
410,11,14,1977,5,DS,M,52.19619671007442,137.0
411,11,14,1977,5,DM,M,35.039078775838824,42.0
412,11,14,1977,5,DS,M,52.3519607468837,126.0
413,11,14,1977,8,DS,F,48.54909497283202,112.0
414,11,14,1977,8,DO,F,32.00274499405941,39.0
415,11,14,1977,5,DM,F,37.520120454416805,41.0
416,11,14,1977,7,,,,
417,11,14,1977,10,,,,
418,11,14,1977,16,,,,
419,11,14,1977,23,,,,
420,12,10,1977,13,DM,F,35.57208484573416,48.0
421,12,10,1977,9,DS,F,50.093526747728156,121.0
422,12,10,1977,2,DM,F,39.29770109198274,42.0
423,12,10,1977,13,DM,M,33.24868726231847,42.0
424,12,10,1977,2,DM,M,39.285157333564975,52.0
425,12,10,1977,20,DM,F,37.60079507993282,38.0
426,12,10,1977,22,DM,M,34.39075610522484,45.0
427,12,10,1977,2,DM,F,40.05705831032576,37.0
428,12,10,1977,9,DO,F,32.64846923104378,40.0
429,12,10,1977,1,DM,M,,38.0
430,12,10,1977,9,PF,F,16.186781349774222,7.0
431,12,10,1977,2,OT,,,
432,12,10,1977,2,PF,,,
433,12,10,1977,9,DM,M,35.24762990357029,44.0
434,12,10,1977,13,PF,F,18.154765999491143,7.0
435,12,10,1977,2,NL,,,
436,12,10,1977,18,DM,F,38.90806293093504,33.0
437,12,10,1977,18,DM,F,34.9126299804027,38.0
438,12,10,1977,2,DM,M,32.934322647111124,47.0
439,12,10,1977,20,DM,F,33.23316918277324,39.0
440,12,10,1977,1,PF,F,15.797127886006015,7.0
441,12,10,1977,2,OL,,,
442,12,10,1977,9,OT,,,
443,12,10,1977,13,DM,M,35.867058363498096,42.0
444,12,10,1977,6,DM,M,38.82334448631535,36.0
445,12,10,1977,9,OL,,,
446,12,10,1977,2,OT,,,
447,12,10,1977,18,DM,M,39.41246774046383,44.0
448,12,10,1977,20,DS,M,49.80608883569357,116.0
449,12,10,1977,2,DM,M,34.55634976815647,43.0
450,12,10,1977,1,DO,M,30.936285043703325,45.0
451,12,10,1977,9,DS,F,52.5216691774188,116.0
452,12,10,1977,2,OT,,,
453,12,10,1977,9,DM,M,32.70465028406821,42.0
454,12,10,1977,1,DM,F,37.3961372177601,38.0
455,12,10,1977,7,,,,
456,12,10,1977,10,,,,
457,12,10,1977,16,,,,
458,12,10,1977,19,,,,
459,12,10,1977,23,,,,
460,12,11,1977,12,DS,F,,114.0
461,12,11,1977,14,DM,M,36.36871899161983,41.0
462,12,11,1977,17,DM,M,38.17163638897813,40.0
463,12,11,1977,4,DS,M,47.31905562501384,134.0
464,12,11,1977,5,DS,M,48.634074320652786,139.0
465,12,11,1977,5,NL,,,
466,12,11,1977,4,DS,F,51.28112481968173,118.0
467,12,11,1977,8,DO,F,32.58168719191343,41.0
468,12,11,1977,11,DM,M,35.65414761454426,37.0
469,12,11,1977,12,NL,,,
470,12,11,1977,4,PF,M,15.418709561124864,6.0
471,12,11,1977,5,OT,,,
472,12,11,1977,11,DS,F,47.92709671615993,127.0
473,12,11,1977,21,OT,,,
474,12,11,1977,8,PF,F,13.00587401103024,6.0
475,12,11,1977,11,NL,,,
476,12,11,1977,8,DS,F,,120.0
477,12,11,1977,17,DS,F,47.07886132450986,115.0
478,12,11,1977,3,OT,,,
479,12,11,1977,14,DM,F,36.641822384171064,40.0
480,12,11,1977,14,DS,F,45.94358124073579,114.0
481,12,11,1977,17,DM,F,37.392130999880486,37.0
482,12,11,1977,17,DM,M,40.3445500095826,46.0
483,12,11,1977,8,DS,M,50.87492488756251,149.0
484,12,11,1977,11,DM,F,35.5137808468255,38.0
485,12,11,1977,11,DS,M,53.036566527158904,127.0
486,12,11,1977,14,NL,,,
487,12,11,1977,12,DM,F,35.97974976604898,36.0
488,12,11,1977,12,DM,M,36.02313750878759,41.0
489,12,11,1977,11,OT,,,
490,12,11,1977,14,DM,M,36.89339426669517,44.0
491,12,11,1977,11,DS,M,49.83161211610896,138.0
492,12,11,1977,12,DS,M,50.54664459555735,110.0
493,12,11,1977,4,DS,F,47.88832296774291,110.0
494,12,11,1977,4,OT,,,
495,12,11,1977,17,NL,,,
496,12,11,1977,17,DM,F,33.39099323679476,37.0
497,12,11,1977,5,OT,,,
498,12,11,1977,3,PF,M,14.891600005813936,7.0
499,12,11,1977,11,DS,F,50.145221142680235,121.0
500,12,11,1977,21,OT,,,
501,12,11,1977,21,OT,,,
502,12,11,1977,5,DM,F,38.99658195638244,43.0
503,12,11,1977,15,,,,
504,1,8,1978,3,OL,,,
505,1,8,1978,13,DM,M,35.083487594897065,43.0
506,1,8,1978,2,NL,,,
507,1,8,1978,2,DM,M,35.048896203604485,44.0
508,1,8,1978,20,DM,F,35.64442769614173,36.0
509,1,8,1978,3,NL,,,
510,1,8,1978,13,PF,F,16.52784687603054,8.0
511,1,8,1978,2,DM,M,35.806313697730985,38.0
512,1,8,1978,9,DS,F,49.54188640630146,122.0
513,1,8,1978,2,OL,,,
514,1,8,1978,9,PF,M,13.177220374894016,7.0
515,1,8,1978,9,DO,F,,42.0
516,1,8,1978,9,DM,M,40.91692865253482,46.0
517,1,8,1978,2,PE,M,24.44305130014711,22.0
518,1,8,1978,2,DM,M,39.12154341190935,38.0
519,1,8,1978,2,DM,M,34.972537744703715,48.0
520,1,8,1978,3,PF,M,13.932512181449773,7.0
521,1,8,1978,2,DM,M,38.347114897445756,43.0
522,1,8,1978,2,DM,F,40.19572372422314,35.0
523,1,8,1978,2,DM,M,35.67146396773875,43.0
524,1,8,1978,20,DM,,,
525,1,8,1978,6,DM,M,31.717739215434086,36.0
526,1,8,1978,9,DS,F,51.89509454801128,117.0
527,1,8,1978,2,DM,F,35.14973162113996,37.0
528,1,8,1978,20,DS,M,51.23548851886271,122.0
529,1,8,1978,9,DM,M,35.616444794238774,43.0
530,1,8,1978,13,DM,M,36.28779332120125,42.0
531,1,8,1978,20,NL,,,
532,1,8,1978,2,PF,F,,7.0
533,1,8,1978,2,DM,M,,45.0
534,1,8,1978,2,OT,,,
535,1,8,1978,7,,,,
536,1,8,1978,22,,,,
537,1,9,1978,14,OT,,,
538,1,9,1978,17,DM,M,33.81015465346988,40.0
539,1,9,1978,17,DM,F,33.78490461190872,37.0
540,1,9,1978,17,DS,F,47.92877848833022,117.0
541,1,9,1978,11,DM,M,36.44755512204389,40.0
542,1,9,1978,1,DM,M,36.297819089949904,40.0
543,1,9,1978,4,DS,M,50.71254271111588,132.0
544,1,9,1978,14,OL,,,
545,1,9,1978,1,DM,F,40.45156309537416,36.0
546,1,9,1978,11,NL,,,
547,1,9,1978,8,OT,,,
548,1,9,1978,8,DS,M,53.16284909815893,150.0
549,1,9,1978,11,DM,M,37.16407743500855,44.0
550,1,9,1978,14,DM,F,36.97265260221556,40.0
551,1,9,1978,4,DS,F,49.37498363333159,126.0
552,1,9,1978,11,DS,F,50.076441821332615,122.0
553,1,9,1978,8,DS,F,48.83882816310592,136.0
554,1,9,1978,14,NL,,,
555,1,9,1978,14,DS,F,46.90842067004499,116.0
556,1,9,1978,17,DM,F,37.67366113361998,38.0
557,1,9,1978,11,DM,F,36.9960175869713,39.0
